4250	139676723
12843	8105449
12843	71383303
12843	112019140
12843	143904861
12843	207769094
12843	2777910473
12843	2778892041
12843	2779686989
12843	2780110794
12843	2780580290
12843	2781142589
20288	129876436
20288	189798948
20288	193718343
20288	2776299590
20288	2778160666
37253	52033473
37253	2781254263
37417	81732049
39854	2779142841
40700	7668479
40700	16520705
40700	25328781
40700	33556415
40700	55004796
40700	78173224
40700	79179835
40700	80799131
40700	101472132
40700	105138414
40700	121398111
40700	129631789
40700	142821946
40700	143057031
40700	145351099
40700	155739000
40700	176311302
40700	180456769
40700	196276664
40700	516990006
40700	2775887864
40700	2776005671
40700	2776266046
40700	2776598745
40700	2776736423
40700	2776797986
40700	2776811488
40700	2777098679
40700	2777463520
40700	2778283776
40700	2778747415
40700	2778782607
40700	2778852234
40700	2778890260
40700	2779242095
40700	2779284651
40700	2779366248
40700	2779474039
40700	2779590342
40700	2780196998
40700	2780310872
40700	2780319827
40700	2780664888
40700	2780681036
40700	2780682613
40700	2780757686
40700	2781090088
40700	2781198186
40700	2781367065
40700	2781407128
42812	35995877
42812	58896106
42812	93552971
42812	126789939
42812	130153862
42812	143559376
42812	2777323800
42812	2777613428
51460	8245965
51460	8346251
51460	13730304
51460	32952772
51460	41220328
51460	80672880
51460	90984967
51460	2780907442
56764	40101653
56764	44812077
56764	194848291
58166	1883856
58166	5041914
58166	6420306
58166	17212007
58166	29470771
58166	39728382
58166	42011625
58166	44211194
58166	50759314
58166	51566761
58166	86602344
58166	115755159
58166	127385683
58166	140073362
58166	147474479
58166	148671577
58166	172438850
58166	193885149
58166	195975749
58166	207341534
58166	513722997
58166	2777062324
58166	2778377616
58166	2778526241
58166	2778799050
58166	2778818458
58166	2779076511
58166	2779462638
58166	2780362852
58166	2780576740
58166	2780839723
58166	2781116046
58166	2781278839
58166	2781356984
65469	17005505
65469	114997826
65469	134534054
65469	196557870
65469	2777535471
65469	2778453759
78727	136042522
78727	157033734
94940	21739780
94940	36277308
94940	127299034
94940	146783285
94940	163353815
94940	2776043399
94940	2777002643
94940	2781025710
116537	23922727
116537	56961345
116537	65945069
116537	85268846
116537	2776643224
116537	2778323519
116537	2779743996
117644	69246242
118716	2781209164
120639	140356686
125748	129235324
125748	2776949345
141036	33860177
154618	92508793
182566	2781238342
188897	2781000956
195839	6834376
195839	102701049
195839	2777505154
195839	2778549348
212702	135451112
212702	159540593
212702	190540093
212702	200769187
212702	2776011472
259533	2778907466
259533	2779257110
290404	71571650
294558	47681835
294558	51336717
294558	129877065
294558	135400555
294558	183388755
294558	191236761
294558	2778654791
311688	1634158
311688	6319563
311688	24604422
311688	26389778
311688	39637292
311688	71017364
311688	91331118
311688	99140742
311688	100469373
311688	117885697
311688	197685441
311688	2776013622
311688	2776033624
311688	2776617150
311688	2776840705
311688	2777110149
311688	2777449258
311688	2777636804
311688	2778674934
311688	2779862694
311688	2780235641
311688	2780878606
311688	2781251248
322993	33506833
322993	101716001
336617	191334599
339426	170899376
339426	2779449553
339426	2779871187
387366	2779016756
387366	2781204192
389152	97920573
389152	2775915820
389152	2779490177
389152	2781106566
411171	2780113209
413212	2778013410
423512	5979214
423512	37415627
423512	54089160
423512	57101690
423512	104708988
423512	2775872633
423512	2776127450
423512	2776208950
423512	2776390421
423512	2776417682
423512	2776756539
423512	2777229195
423512	2777939980
423512	2780148753
423512	2780668390
427163	85454566
438757	2558915
438757	2780931676
451841	59061988
451841	71832216
451841	73413767
451841	110956428
451841	183735805
451841	189326492
451841	196351127
451841	205960476
451841	503427281
451841	541182425
451841	541256628
451841	541409800
459310	76752949
459310	137119250
459310	157977623
459310	2778098995
459310	2778726979
459310	2779034551
459310	2780414537
472806	176049440
472806	2777851990
472806	2779940166
486523	16838498
486523	47849319
486523	144654837
486523	156217769
486523	2776267955
486523	2779922079
486523	2781014878
486523	2781219336
487182	2777658277
489000	32372590
489000	88468194
489000	2777832147
489000	2780471654
489367	2778055162
489367	2779701549
512196	63443662
527307	52226264
527307	107779570
527307	111582010
527307	111764370
527307	120255206
527307	137990359
527307	142388331
527307	162131142
527307	2776298355
527307	2776487565
527307	2777367169
560191	19232455
560191	46528657
560191	74676632
560191	95968471
560191	142874826
560191	166311969
560191	200342125
560292	202796686
570499	20724563
570499	124577441
571446	101303905
571446	2775934185
607359	16287357
612350	48427663
612350	58112919
627467	29373527
627467	53688716
627467	86108249
627467	2778387332
629919	2779912457
633612	108991148
633612	111236755
668760	106432739
668760	130148452
668760	180567365
668760	181575753
668760	507981020
668760	538133343
668760	2776825973
668760	2777538862
668760	2778150733
668760	2778236249
668760	2779687131
668760	2780097137
668760	2780400009
673006	12021080
673006	101990758
673006	125870589
673006	2776129494
673006	2777286569
673006	2778588143
673006	2780787237
680638	2776935635
689293	17077939
710854	46176010
710854	69199318
710854	2777779770
716847	24943206
739882	137524506
739882	169029474
739882	2776810492
751236	2775913940
753383	147797502
765897	45037764
765897	117304351
765897	158459576
765897	176005199
765897	195179211
765897	196645515
768646	93082080
768646	144403538
774472	95623464
775475	87090992
775475	2781429970
777992	36602379
777992	38695641
777992	86855206
784079	79251048
807232	2775854836
832551	171900002
832551	520409616
854659	45746551
854659	166782233
854659	2776835077
854659	2779035128
854659	2779778729
854659	2780328082
871022	438757
871022	5903758
871022	10767094
871022	15153049
871022	22540661
871022	83160514
871022	106996143
871022	113789861
871022	134122466
871022	151532515
871022	152268414
871022	160147972
871022	172119930
871022	190258466
871022	2777064031
871022	2780126693
871022	2780856821
898592	2780998982
927094	60511073
927094	96199931
927094	157560385
927094	2780662705
943373	66901998
943373	127400637
943373	201779775
956191	141440757
956191	2778642392
957061	2781048416
964641	2777412847
975526	2777522507
986699	51040755
986699	62897925
986699	102107297
986699	123576220
986699	154808844
986699	2780429900
992767	61901602
992767	112944719
992767	189408692
994546	2779074529
994546	2780117105
994952	82067656
1008401	26655454
1008401	2779390809
1009742	12276045
1009929	91587340
1009929	2776184366
1033296	146326630
1034443	15046436
1034443	42021957
1034443	59158912
1034443	83415686
1034443	90638607
1034443	148008966
1034443	151174772
1034443	165850701
1034443	505695854
1034443	2776206962
1034443	2776370381
1034443	2776386334
1034443	2776595424
1034443	2776864675
1034443	2777424210
1034443	2777979986
1034443	2778015630
1034443	2778497198
1034443	2778911068
1034443	2778912395
1034443	2779121813
1034443	2779221374
1034443	2780014956
1034443	2780323088
1039755	2776173921
1039755	2776176941
1039755	2776237627
1039755	2776927911
1039755	2777426200
1039755	2777491762
1039755	2777855161
1039755	2778091340
1039755	2778464720
1039755	2779687435
1039755	2781108600
1040795	17348537
1040795	40226289
1040795	2779473476
1040795	2779951848
1102183	2777149944
1102183	2777506671
1102183	2777748543
1102183	2778789064
1102183	2779518991
1102183	2779667832
1102183	2781048585
1122143	10335311
1122143	30862142
1122143	34400551
1122143	63180777
1122143	159545944
1122143	2776166907
1122143	2776326515
1122143	2776472990
1122143	2776811555
1122143	2776880894
1122143	2777977013
1122143	2778017087
1122143	2778501154
1122143	2779053737
1122143	2779090179
1122143	2779452591
1122143	2780310851
1122143	2780476121
1122143	2780855720
1122143	2781082844
1122143	2781107978
1124016	107394920
1124016	170603348
1124016	193478032
1124016	2776626169
1124016	2777992457
1124016	2780408918
1135709	89992363
1135709	547719051
1135709	2775973333
1135709	2779217906
1135709	2779271702
1135709	2779619764
1135709	2780741106
1174398	9936039
1199943	90357287
1220278	505529905
1220278	518528333
1223959	157321605
1244910	70448142
1244910	149692037
1244910	2777124940
1244910	2778642038
1244910	2781253139
1244910	2781269824
1274191	60344647
1276947	219583
1276947	322993
1276947	832551
1276947	1012414
1276947	1382245
1276947	1489048
