paper	fos	similarity
297360019	162324750	0.4299091
297360019	3116431	0.455436915
297360019	2776234507	0.5704202
297360019	160151201	0.5055872
297360019	94625758	0.492287
297360019	2777351106	0.546665549
297360052	110379092	0.5462868
297360052	186720457	0.5144632
297360052	9180747	0.5198415
297360052	165611974	0.4467426
297360052	164913051	0.47584942
297360052	15708023	0.454217851
297360052	15744967	0.4588601
297360053	164195044	0.511441767
297360053	135628077	0.573402345
297360053	133731056	0.441559851
297360053	41008148	0.379582047
297360130	144133560	0.40610835
297360130	145097563	0.5069564
297360130	38652104	0.423298478
297360130	162853370	0.416188926
297360130	2778813691	0.5012185
297360131	185592680	0.404851824
297360131	112887158	0.484188
297360131	537181965	0.467086047
297360131	71240020	0.40456906
297360131	2779607525	0.410900533
297360131	179104552	0.433033884
297360131	181819025	0.413080543
297360131	145148216	0.4504676
297360136	40382383	0.571895361
297360136	185975314	0.4315005
297360136	153294291	0.4402199
297360136	114466953	0.44026053
297360136	157331469	0.5059259
297360136	121332964	0.361961931
297360159	49545453	0.6358855
297360159	138885662	0.412633419
297360159	19266351	0.4033406
297360159	15708023	0.442590564
297360159	107038049	0.4257903
297360159	123657996	0.60826087
297360159	36289849	0.4542748
297360188	192562407	0.236238509
297360188	141071460	0.3525059
297360258	81978471	0.5609121
297360258	65492689	0.434483856
297360258	96122199	0.542850137
297360258	184892835	0.5258673
297360258	6532628	0.525601447
297360258	104267543	0.432540447
297360258	2778156585	0.481215358
297360258	62191587	0.508277833
297360258	76155785	0.433974475
297360258	127413603	0.312462926
297360258	24326235	0.439333081
297360276	127313418	0.320876122
297360276	17409809	0.32806012
297360276	199289684	0.3468158
297360282	29456083	0.352840126
297360282	2776983459	0.6525632
297360282	71924100	0.365246624
297360300	83104080	0.4877707
297360300	204322289	0.458114535
297360300	56200935	0.58338
297360300	107706546	0.4546633
297360300	199639397	0.319274038
297360300	154954056	0.4609311
297360300	118143372	0.5519864
297360300	127413603	0.263358116
297360300	159985019	0.37075597
297360399	73484699	0.4443586
297360399	15744967	0.429416925
297360412	10138342	0.4473558
297360412	2776330005	0.55437
297360412	144133560	0.445682675
297360412	2779476739	0.505889833
297360412	21547014	0.432451129
297360412	29122968	0.504207432
297360412	8505890	0.425796747
297360418	554144382	0.322228819
297360418	95457728	0.307172656
297360477	2779200813	0.5466998
297360477	2776369090	0.568947136
297360477	2775849661	0.5834207
297360477	2778688723	0.573775053
297360477	2778218060	0.5221101
297360477	2779153319	0.6192627
297360477	2776952824	0.5284305
297360477	98274493	0.370004684
297360477	2777423364	0.6602796
297360477	86803240	0.305408239
297360483	59269818	0.60203135
297360483	144133560	0.4089442
297360483	56739046	0.460300863
297360483	547231352	0.649187744
297360483	51067260	0.5912933
297360483	2776893095	0.554809868
297360483	16443162	0.5634862
297360483	120912362	0.54055357
297360483	2778048005	0.669945061
297360483	47177190	0.5025534
297360483	19417346	0.448654115
297360490	41008148	0.39695093
297360490	95491727	0.532593
297360490	31258907	0.439463973
297360490	555944384	0.5862624
297360490	76155785	0.433258176
297360495	142724271	0.401003569
297360495	71924100	0.3598738
297360523	142362112	0.330990076
297360523	554144382	0.359000117
297360536	2779559962	0.405536771
297360536	2780870201	0.573133051
297360536	71924100	0.238836557
297360570	41008148	0.411552131
297360570	118643609	0.4998458
297360570	56739046	0.445012361
297360570	2779390046	0.444744617
297360570	19417346	0.435424775
297360570	49774154	0.4463106
297360570	2781285556	0.4929951
297360570	26258499	0.611446559
297360570	110875604	0.484433353
297360570	88610354	0.495154142
297360570	2776716048	0.573810458
297360570	2776994406	0.472875357
297360678	199343813	0.325534284
297360678	192562407	0.254956037
297360678	190253527	0.369612
297360678	45504901	0.4795296
297360678	186311912	0.537387133
297360679	191935318	0.463563919
297360679	33842695	0.6030492
297360679	120009192	0.49313435
297360679	1337776	0.427939445
297360679	137996800	0.5031104
297360679	205649164	0.358791441
297360679	50522688	0.453359
297360709	38014559	0.576060832
297360709	159456220	0.648965061
297360709	56739046	0.4497448
297360709	41008148	0.42155838
297360709	48164120	0.467795074
297360709	19417346	0.452061355
297360728	192028432	0.6349184
297360728	99016210	0.670169652
297360728	157692150	0.664323866
297360728	23123220	0.456033528
297360728	192939062	0.6836485
297360728	96956885	0.6459636
297360728	118689300	0.7206001
297360728	24755975	0.590394139
297360728	164120249	0.677866638
297360728	124101348	0.43777734
297360728	41008148	0.384164721
297360738	2778494684	0.5148848
297360738	159047783	0.401097178
297360738	203014093	0.401298851
297360738	71924100	0.370892644
297360769	61434518	0.376776576
297360769	2777043721	0.547340631
297360769	2777546739	0.424392283
297360769	71924100	0.294712931
297360800	180205008	0.405370623
297360800	3079626	0.4712568
297360800	201665358	0.502024055
297360800	114852677	0.560038269
297360800	44221107	0.5153194
297360800	62520636	0.4693972
297360800	71083448	0.6267071
297360800	121332964	0.433299482
297360800	182449105	0.563347757
297360834	2776365360	0.490079671
297360834	88160329	0.5095889
297360834	90195498	0.467214942
297360834	2776640376	0.442413747
297360834	161176658	0.424556881
297360834	107872376	0.38823238
297360834	39432304	0.363681972
297360834	550074936	0.402407885
297360834	521259446	0.482074529
297360834	2779033964	0.4312443
297360863	82339955	0.576768
297360863	2777801237	0.5683699
297360863	178790620	0.341948569
297360863	192562407	0.358885944
297360870	554144382	0.3653712
297360870	142362112	0.3360568
297360959	552854447	0.5224465
297360959	129047720	0.5950095
297360959	168763156	0.6909233
297360959	168741863	0.445620924
297360959	118518473	0.5435555
297360959	97137747	0.453736246
297360959	557418111	0.7059004
297360959	48824518	0.4467174
297360959	205649164	0.391213059
297361054	138885662	0.2601287
297361054	554144382	0.28539443
297361099	134559154	0.418128669
297361099	2778202681	0.5356868
297361099	41895202	0.415859759
297361099	2776853841	0.443845719
297361099	19417346	0.415909857
297361099	10050518	0.462757617
297361099	41008148	0.377452165
297361103	2776515129	0.45848152
297361103	199539241	0.410951018
297361103	110875604	0.614016056
297361103	2778719706	0.47148025
297361103	83849155	0.5322037
297361103	101780184	0.455898434
297361103	2777834853	0.4630062
297361103	148834064	0.5506055
297361103	83009810	0.4533508
297361103	144024400	0.388928324
297361158	26760741	0.384844631
297361158	2780551918	0.634344757
297361158	77805123	0.4611835
297361158	2778160207	0.4828252
297361158	15744967	0.413425446
297361201	178802073	0.402948648
297361201	139059822	0.463487834
297361201	146978453	0.426962763
297361201	32833848	0.395725518
297361201	127413603	0.361793
297361211	97683284	0.5025316
297361211	2781341389	0
297361211	20381859	0.446373016
297361211	171146098	0.413682729
297361211	89227174	0.477367282
297361211	2780743171	0.3636395
297361211	78600449	0.549586236
297361211	199639397	0.3709672
297361211	161067210	0.4696869
297361211	44012409	0.449950576
297361211	127413603	0.345673651
297361276	132668919	0.383917958
297361276	79420006	0.490933925
297361276	117896860	0.540600657
297361276	22251595	0.428748459
297361276	74650414	0.394507945
297361276	523889960	0.4035092
297361276	127413603	0.260174036
297361292	144024400	0.4219065
297361292	19417346	0.444268554
297361292	140696310	0.562870443
297361292	108771440	0.548196733
297361315	71750763	0.5614693
297361315	5395021	0.5043421
297361315	80984254	0.595002055
297361315	106432739	0.6081526
297361315	17744445	0.444352627
297361315	10050518	0.544395745
297361315	19417346	0.453215957
297361324	59822182	0.326212764
297361324	2775971283	0.7240696
297361324	86803240	0.3112871
297361324	151719136	0.402864844
297361324	554144382	0.390364826
297361441	24326235	0.401513338
297361441	192562407	0.44235307
297361441	521977710	0.4311646
297361441	159985019	0.397998035
297361448	2778004798	0.385874718
297361448	2777200299	0.420585662
297361448	112698675	0.4177605
297361448	127413603	0.349244
297361507	1862650	0.411755979
297361507	71924100	0.382624924
297361523	1491633281	0.456106842
297361523	193363816	0.4456863
297361523	2779222958	0.479126543
297361523	55493867	0.423101723
297361523	2776428949	0.5504611
297361523	41625074	0.489487827
297361523	153911025	0.430387169
297361523	86803240	0.305119276
297361541	2780886089	0.416347921
297361541	59822182	0.352607
297361541	2776201343	0.411177665
297361541	2778004101	0.3600274
297361541	2778261524	0.458001018
297361541	86803240	0.283076435
297361561	2780235499	0.457637817
297361561	161921814	0.5780056
297361561	171146098	0.374433726
297361561	105339364	0.379171073
297361561	127413603	0.3216432
297361630	173651095	0.420294017
297361630	144027150	0.433380663
297361630	24461792	0.5251838
297361630	206139338	0.5155312
297361630	6557445	0.447397828
297361630	127413603	0.335359782
297361751	513891491	0.5634349
297361751	3116431	0.4446652
297361751	2776212398	0
297361751	17744445	0.4731474
297361774	10187730	0.5484566
297361774	47768531	0.460474879
297361774	2776786559	0.599463642
297361774	2780105426	0.5858483
297361774	36289849	0.46131283
297361774	144024400	0.458071828
297361774	2781023928	0.4870049
297361883	47768531	0.4445495
297361883	73269764	0.422453135
297361883	2777113782	0.5310807
297361883	203133693	0.550519645
297361883	27574286	0.402125776
297361883	155405519	0.424113125
297361883	148834064	0.5452371
297361883	17744445	0.444903046
297361883	94625758	0.5135033
297361939	2781429187	0.5807068
297361939	520601542	0.545017242
297361939	142724271	0.4180151
297361939	203014093	0.4145576
297361939	554978557	0
297361939	71924100	0.3791248
297361979	165082838	0.447055161
297361979	186348155	0.433689266
297361979	135402231	0.405143261
297361979	44154836	0.425992548
297361979	158622935	0.401032984
297361979	84174578	0.440119773
297361979	76969082	0.441770762
297361979	127413603	0.3768066
297362014	179133015	0.4724391
297362014	128850910	0.577904344
297362014	16920402	0.490859658
297362014	151714948	0.5021498
297362014	187395273	0.574471056
297362014	2776095079	0.4905533
297362014	144024400	0.467102975
297362014	36289849	0.467667848
297362014	2780613260	0.4156776
297362014	94625758	0.4424087
297362105	144027150	0.4401035
297362105	39432304	0.351867437
297362105	6557445	0.429139763
297362132	155794727	0.403357625
297362132	159047783	0.3886109
297362132	2779078197	0.6255738
297362132	2776460866	0.4109052
297362132	135763542	0.396096647
297362132	2777965673	0.442990661
297362132	86803240	0.343097627
297362193	162754035	0.7171484
297362193	141712126	0.7495254
297362193	37770574	0.689890444
297362193	199364280	0.6546627
297362193	195094911	0.452557355
